Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Count_Children,Total_Value
PhD,Married,34596.0,48.0,1.0,1.0,0.0,2.0,8.0,1,49.0,1.0,23.0
PhD,Married,34596.0,48.0,1.0,1.0,0.0,2.0,8.0,0,49.0,1.0,23.0
Master,Together,74881.0,48.0,4.0,9.0,2.0,12.0,5.0,0,62.0,2.0,964.0
Master,Together,74881.0,48.0,4.0,9.0,2.0,12.0,5.0,0,62.0,2.0,964.0
Graduation,Divorced,44267.0,48.0,5.0,5.0,2.0,4.0,9.0,0,53.0,2.0,310.0
Graduation,Married,68487.0,48.0,1.0,9.0,7.0,13.0,4.0,0,35.0,0.0,1366.0
Graduation,Married,68487.0,48.0,1.0,9.0,7.0,13.0,4.0,0,35.0,0.0,1366.0
Graduation,Single,80982.0,48.0,3.0,11.0,5.0,11.0,5.0,0,64.0,2.0,1191.0
Graduation,Together,69508.0,48.0,2.0,11.0,4.0,11.0,6.0,0,43.0,1.0,1135.0
PhD,Together,63342.0,48.0,3.0,8.0,3.0,5.0,6.0,0,62.0,1.0,1101.0
PhD,Together,63342.0,48.0,3.0,8.0,3.0,5.0,6.0,1,62.0,1.0,1101.0
Graduation,Single,82014.0,48.0,1.0,3.0,6.0,12.0,6.0,1,62.0,0.0,1511.0
Graduation,Widow,76320.0,49.0,2.0,6.0,3.0,4.0,2.0,0,64.0,1.0,932.0
Graduation,Divorced,64587.0,49.0,2.0,1.0,1.0,4.0,3.0,0,69.0,2.0,108.0
Graduation,Married,74190.0,49.0,2.0,4.0,2.0,11.0,2.0,0,48.0,1.0,641.0
Master,Married,32765.0,49.0,2.0,2.0,0.0,4.0,5.0,0,44.0,1.0,46.0
2n Cycle,Single,47633.0,49.0,1.0,1.0,0.0,2.0,7.0,0,59.0,2.0,21.0
2n Cycle,Married,22212.0,49.0,2.0,2.0,0.0,4.0,6.0,0,48.0,1.0,69.0
Graduation,Single,18358.0,49.0,3.0,3.0,0.0,4.0,7.0,0,34.0,1.0,57.0
Graduation,Married,26067.0,49.0,3.0,3.0,0.0,3.0,8.0,0,49.0,1.0,56.0
Basic,Together,22390.0,49.0,1.0,1.0,0.0,2.0,7.0,0,54.0,0.0,26.0
Graduation,Together,70440.0,49.0,1.0,5.0,10.0,7.0,3.0,0,45.0,0.0,1572.0
Graduation,Single,60199.0,49.0,1.0,0.0,0.0,3.0,4.0,0,45.0,0.9504464285714286,18.0
Graduation,Together,38547.0,49.0,1.0,1.0,0.0,2.0,8.0,0,42.0,1.0,22.0
Graduation,Married,19107.0,49.0,2.0,1.0,0.0,3.0,7.0,0,43.0,1.0,46.0
PhD,Single,37929.0,49.0,2.0,4.0,2.0,5.0,7.0,1,38.0,0.0,265.0
Graduation,Single,16813.0,49.0,1.0,2.0,0.0,3.0,7.0,0,73.0,0.0,50.0
Graduation,Married,62187.0,49.0,1.0,4.0,8.0,5.0,3.0,0,66.0,0.0,1283.0
Graduation,Together,57811.0,49.0,5.0,7.0,2.0,11.0,5.0,0,57.0,1.0,802.0
Master,Together,50943.0,49.0,1.0,1.0,0.0,3.0,5.0,0,67.0,1.0,46.0
Master,Together,50943.0,49.0,1.0,1.0,0.0,3.0,5.0,0,67.0,1.0,46.0
Graduation,Single,53201.0,49.0,2.325,6.0,3.0,5.0,7.0,0,48.0,2.0,415.0
Graduation,Together,54414.0,49.0,4.0,3.0,1.0,5.0,4.0,0,60.0,2.0,211.0
Graduation,Together,26290.0,49.0,4.0,2.0,0.0,4.0,6.0,0,51.0,2.0,77.0
Graduation,Divorced,61250.0,49.0,6.0,5.0,2.0,12.0,5.0,0,64.0,1.0,730.0
Basic,Together,28389.0,49.0,1.0,1.0,0.0,2.0,7.0,0,76.0,0.0,28.0
Master,Single,55250.0,49.0,4.0,7.0,5.0,10.0,5.0,0,58.0,1.0,903.0
Graduation,Together,37758.0,49.0,2.0,1.0,0.0,3.0,8.0,0,57.0,2.0,40.0
Graduation,Together,37758.0,49.0,2.0,1.0,0.0,3.0,8.0,0,57.0,2.0,40.0
PhD,Married,37633.0,49.0,2.0,1.0,0.0,3.0,9.0,0,66.0,2.0,38.0
PhD,Together,33629.0,49.0,5.0,3.0,1.0,4.0,9.0,0,60.0,2.0,152.0
PhD,Married,36947.0,49.0,4.0,3.0,0.0,4.0,9.0,0,56.0,2.0,146.0
Graduation,Divorced,69142.0,50.0,3.0,8.0,1.0,7.0,5.0,0,71.0,1.0,535.0
Graduation,Married,53154.0,50.0,1.0,3.0,1.0,4.0,4.0,0,64.0,1.0,158.0
PhD,Married,65695.0,50.0,2.0,5.0,4.0,10.0,4.0,0,63.0,1.0,656.0
PhD,Together,69805.0,50.0,2.0,6.0,8.0,11.0,2.0,0,71.0,1.0,1038.0
2n Cycle,Single,36975.0,50.0,1.0,1.0,0.0,3.0,7.0,0,45.0,1.0,33.0
Graduation,Married,26228.0,50.0,1.0,1.0,0.0,2.0,8.0,0,50.0,1.0,25.0
Master,Married,37787.0,50.0,1.0,3.0,0.0,3.0,8.0,0,51.0,1.0,106.0
PhD,Married,37087.0,50.0,3.0,4.0,2.0,8.0,6.0,0,49.0,1.0,401.0
2n Cycle,Together,57247.0,50.0,2.0,2.0,1.0,7.0,2.0,0,71.0,1.0,232.0
PhD,Married,36930.0,50.0,5.0,5.0,2.0,4.0,8.0,0,69.0,1.0,297.0
Master,Divorced,48721.0,50.0,6.0,4.0,2.0,5.0,6.0,0,60.0,2.0,293.0
Master,Married,43641.0,50.0,3.0,2.0,1.0,4.0,6.0,0,54.0,2.0,139.0
Graduation,Married,75903.0,50.0,2.0,6.0,6.0,9.0,3.0,0,72.0,1.0,901.0
Graduation,Married,71391.0,50.0,5.0,6.0,5.0,12.0,3.0,0,67.0,1.0,1043.0
PhD,Married,16927.0,50.0,5.0,3.0,0.0,4.0,8.0,0,47.0,2.0,53.0
Graduation,Divorced,27215.0,50.0,4.0,2.0,1.0,4.0,6.0,0,62.0,0.9504464285714286,102.0
Graduation,Married,53858.0,50.0,4.0,4.0,3.0,6.0,4.0,0,47.0,1.0,915.0
Graduation,Single,30983.0,50.0,1.0,4.0,0.0,3.0,8.0,1,60.0,0.0,167.0
Graduation,Together,43462.0,50.0,6.0,4.0,1.0,5.0,8.0,0,71.0,2.0,240.0
Graduation,Married,63943.0,50.0,1.0,6.0,4.0,6.0,5.0,0,67.0,1.0,1106.0
Graduation,Single,26816.0,50.0,1.0,0.0,0.0,3.0,4.0,0,37.0,0.0,22.0
2n Cycle,Together,75484.0,50.0,2.0,7.0,3.0,6.0,4.0,0,47.0,1.0,1159.0
Master,Together,33564.0,51.0,1.0,1.0,1.0,3.0,5.0,0,57.0,1.0,71.0
Master,Married,54348.0,51.0,2.0,2.0,0.0,4.0,6.0,0,70.0,2.0,90.0
Graduation,Married,54984.0,51.0,4.0,6.0,1.0,6.0,7.0,0,64.0,1.0,358.0
Graduation,Single,34738.0,51.0,1.0,1.0,0.0,3.0,6.0,0,39.0,1.0,20.0
Graduation,Divorced,68118.0,51.0,2.0,8.0,9.0,4.0,6.0,0,60.0,1.0,928.0
Graduation,Divorced,68118.0,51.0,2.0,8.0,9.0,4.0,6.0,0,60.0,1.0,928.0
Graduation,Together,22682.0,51.0,3.0,2.0,1.0,4.0,4.0,0,50.0,1.0,95.0
Graduation,Married,51948.0,51.0,2.0,5.0,2.0,4.0,5.0,0,48.0,1.0,311.0
Graduation,Married,25293.0,51.0,1.0,1.0,1.0,2.0,8.0,0,54.0,1.0,37.0
Graduation,Married,25293.0,51.0,1.0,1.0,1.0,2.0,8.0,0,54.0,1.0,37.0
PhD,Married,41551.0,51.0,5.0,5.0,1.0,5.0,8.0,0,59.0,2.0,279.0
PhD,Together,56067.0,51.0,2.0,7.0,4.0,7.0,5.0,0,61.0,1.0,725.0
Graduation,Married,67433.0,51.0,4.0,6.0,5.0,13.0,4.0,0,71.0,2.0,992.0
Graduation,Together,22010.0,51.0,2.0,2.0,0.0,3.0,8.0,0,40.0,1.0,33.0
2n Cycle,Single,64831.0,51.0,2.325,6.0,3.0,5.0,6.0,0,71.0,2.0,1120.0
Graduation,Married,62820.0,51.0,1.0,3.0,4.0,6.0,1.0,0,69.0,0.0,976.0
Graduation,Married,62820.0,51.0,1.0,3.0,4.0,6.0,1.0,0,69.0,0.0,976.0
2n Cycle,Divorced,78353.0,51.0,1.0,10.0,2.0,11.0,8.0,0,64.0,1.0,1576.0
Master,Married,57183.0,51.0,2.325,9.0,1.0,7.0,8.0,0,57.0,2.0,610.0
Graduation,Single,23478.0,51.0,1.0,3.0,0.0,3.0,8.0,0,58.0,0.0,129.0
Graduation,Single,30168.0,51.0,2.325,6.0,1.0,4.0,9.0,0,45.0,1.0,279.0
Graduation,Married,37155.0,51.0,1.0,2.0,0.0,4.0,5.0,0,34.0,1.0,74.0
Basic,Single,16581.0,51.0,1.0,0.0,0.0,3.0,4.0,0,38.0,0.0,24.0
Graduation,Married,41850.0,51.0,3.0,3.0,0.0,3.0,8.0,0,43.0,2.0,96.0
Master,Divorced,81380.0,51.0,1.0,4.0,2.0,10.0,2.0,0,56.0,0.0,1893.0
Graduation,Together,56386.0,51.0,2.325,9.0,1.0,7.0,9.0,0,42.0,2.0,612.0
Graduation,Divorced,25818.0,51.0,1.0,0.0,1.0,2.0,7.0,0,52.0,1.0,28.0
Graduation,Together,15345.0,51.0,2.0,1.0,1.0,2.0,8.0,1,39.0,1.0,47.0
Master,Together,57954.0,52.0,2.325,8.0,2.0,6.0,7.0,0,46.0,2.0,493.0
Graduation,Married,50300.0,52.0,2.0,2.0,1.0,8.0,2.0,0,71.0,1.0,270.0
PhD,Married,38725.0,52.0,2.0,1.0,0.0,4.0,4.0,0,68.0,2.0,45.0
2n Cycle,Together,10404.0,52.0,2.0,1.0,0.0,4.0,5.0,0,34.0,1.0,43.0
Basic,Single,26868.0,52.0,1.0,1.0,0.0,2.0,7.0,0,32.0,1.0,14.0
Graduation,Widow,72298.0,52.0,1.0,4.0,3.0,6.0,1.0,0,74.0,0.0,939.0
Graduation,Married,72905.0,52.0,1.0,3.0,7.0,9.0,1.0,0,65.0,0.0,1515.0
Graduation,Single,47025.0,52.0,3.0,6.0,3.0,5.0,6.0,0,47.0,1.0,415.0
Graduation,Single,29938.0,52.0,2.0,1.0,0.0,3.0,6.0,0,38.0,1.0,26.0
PhD,Together,46681.0,52.0,2.0,4.0,6.0,4.0,5.0,0,75.0,2.0,425.0
PhD,Together,46681.0,52.0,2.0,4.0,6.0,4.0,5.0,0,75.0,2.0,425.0
Master,Single,29548.0,52.0,1.0,1.0,1.0,2.0,4.0,0,53.0,1.0,29.0
Master,Married,62058.0,52.0,4.0,6.0,1.0,7.0,6.0,0,67.0,1.0,450.0
Master,Together,52917.0,52.0,2.325,4.0,10.0,4.0,3.0,0,54.0,2.0,721.0
PhD,Single,36736.0,52.0,1.0,1.0,0.0,2.0,6.0,0,60.0,2.0,17.0
Master,Single,8820.0,52.0,4.0,3.0,0.0,3.0,8.0,0,71.0,2.0,35.0
Basic,Together,14918.0,52.0,1.0,1.0,0.0,3.0,6.0,0,60.0,1.0,43.0
Graduation,Together,56715.0,52.0,1.0,7.0,3.0,4.0,4.0,0,49.0,0.0,1020.0
Basic,Together,24882.0,52.0,1.0,1.0,1.0,2.0,6.0,0,45.0,1.0,80.0
Basic,Together,24882.0,52.0,1.0,1.0,1.0,2.0,6.0,0,45.0,1.0,80.0
Master,Together,40442.0,52.0,4.0,3.0,1.0,4.0,7.0,1,71.0,2.0,169.0
2n Cycle,Divorced,64176.0,52.0,2.325,8.0,9.0,8.0,6.0,0,58.0,1.0,1826.0
PhD,Married,23536.0,53.0,1.0,0.0,0.0,3.0,3.0,0,40.0,1.0,10.0
Graduation,Divorced,35246.0,53.0,4.0,3.0,1.0,3.0,5.0,0,65.0,2.0,62.0
Graduation,Married,28442.0,53.0,3.0,2.0,1.0,4.0,4.0,0,45.0,2.0,57.0
Graduation,Married,48195.0,53.0,6.0,4.0,2.0,5.0,6.0,0,67.0,2.0,265.0
2n Cycle,Single,74116.0,53.0,1.0,4.0,4.0,10.0,2.0,0,41.0,0.0,2052.0
Master,Together,78093.0,53.0,1.0,4.0,7.0,5.0,1.0,0,76.0,0.0,1105.0
Master,Divorced,59354.0,53.0,3.0,6.0,1.0,5.0,6.0,0,71.0,2.0,310.0
2n Cycle,Together,36301.0,53.0,1.0,3.0,0.0,3.0,7.0,0,47.0,1.0,78.0
Master,Single,77598.0,53.0,1.0,7.0,5.0,13.0,3.0,0,80.0,0.0,1735.0
Graduation,Married,62710.0,53.0,4.0,4.0,2.0,12.0,4.0,0,51.0,1.0,606.0
Graduation,Together,36317.0,53.0,2.0,3.0,0.0,4.0,7.0,0,58.0,1.0,133.0
PhD,Single,42767.0,53.0,1.0,3.0,1.0,2.0,8.0,0,52.0,2.0,131.0
Master,Married,43815.0,53.0,1.0,2.0,0.0,3.0,6.0,0,41.0,1.0,79.0
Graduation,Divorced,44421.0,53.0,5.0,5.0,0.0,4.0,8.0,0,52.0,2.0,189.0
PhD,Divorced,48948.0,53.0,2.0,7.0,10.0,5.0,6.0,1,80.0,0.0,902.0
PhD,Divorced,48948.0,53.0,2.0,7.0,10.0,5.0,6.0,1,80.0,0.0,902.0
Master,Divorced,63120.0,53.0,5.0,8.0,4.0,9.0,7.0,1,73.0,1.0,1477.0
PhD,Married,55517.0,53.0,5.0,11.0,1.0,6.0,9.0,1,73.0,2.0,633.0
Graduation,Single,36864.0,53.0,3.0,5.0,2.0,4.0,8.0,1,66.0,1.0,354.0
2n Cycle,Together,47633.0,53.0,0.0,0.0,0.0,1.0,0.0,0,45.0,0.0,1679.0
Graduation,Divorced,82582.0,54.0,1.0,4.0,9.0,7.0,1.0,1,46.0,0.0,1617.0
Graduation,Divorced,79803.0,54.0,1.0,4.0,3.0,5.0,1.0,0,65.0,1.0,868.0
PhD,Single,52569.0,54.0,1.0,2.0,0.0,4.0,3.0,0,56.0,1.0,95.0
PhD,Widow,82032.0,54.0,0.0,4.0,6.0,7.0,1.0,0,75.0,0.0,1234.0
PhD,Widow,82032.0,54.0,0.0,4.0,6.0,7.0,1.0,0,75.0,0.0,1234.0
Graduation,Married,65685.0,54.0,1.0,9.0,2.0,9.0,5.0,0,51.0,1.0,769.0
Graduation,Married,65685.0,54.0,1.0,9.0,2.0,9.0,5.0,0,51.0,1.0,769.0
PhD,Together,40451.0,54.0,1.0,1.0,1.0,2.0,5.0,0,66.0,2.0,49.0
2n Cycle,Divorced,31163.0,54.0,1.0,1.0,0.0,3.0,6.0,0,50.0,1.0,38.0
2n Cycle,Divorced,31163.0,54.0,1.0,1.0,0.0,3.0,6.0,0,50.0,1.0,38.0
Graduation,Married,35704.0,54.0,3.0,2.0,0.0,4.0,4.0,0,71.0,2.0,94.0
Graduation,Single,7500.0,54.0,4.0,3.0,1.0,3.0,7.0,0,50.0,1.0,57.0
Graduation,Together,36075.0,54.0,1.0,2.0,0.0,4.0,6.0,0,40.0,1.0,119.0
PhD,Together,70038.0,54.0,1.0,4.0,4.0,8.0,2.0,0,41.0,0.0,1244.0
PhD,Together,70038.0,54.0,1.0,4.0,4.0,8.0,2.0,0,41.0,0.0,1244.0
Graduation,Together,71796.0,54.0,1.0,9.0,3.0,4.0,4.0,0,52.0,0.0,960.0
2n Cycle,Together,47821.0,54.0,1.0,1.0,0.0,3.0,8.0,0,56.0,2.0,47.0
PhD,Married,45503.0,54.0,1.0,3.0,1.0,4.0,5.0,0,48.0,1.0,170.0
Graduation,Single,28647.0,54.0,1.0,2.0,2.0,2.0,7.0,1,45.0,1.0,94.0
Master,Divorced,37760.0,54.0,1.0,2.0,0.0,3.0,6.0,0,51.0,1.0,54.0
PhD,Together,85431.0,54.0,1.0,2.0,7.0,7.0,0.0,0,71.0,0.0,1165.0
2n Cycle,Married,72635.0,54.0,1.0,6.0,8.0,6.0,3.0,0,68.0,0.0,981.0
2n Cycle,Married,72635.0,54.0,1.0,6.0,8.0,6.0,3.0,0,68.0,0.0,981.0
Graduation,Married,77142.0,54.0,1.0,4.0,4.0,8.0,2.0,0,75.0,0.0,990.0
Graduation,Together,53172.0,54.0,3.0,2.0,3.0,8.0,3.0,0,45.0,1.0,486.0
Graduation,Single,36065.0,54.0,3.0,3.0,0.0,3.0,8.0,0,55.0,2.0,74.0
Graduation,Together,73926.0,54.0,1.0,6.0,5.0,12.0,3.0,0,50.0,0.0,1580.0
Graduation,Single,35790.0,54.0,2.0,2.0,0.0,3.0,7.0,0,46.0,1.0,72.0
Graduation,Divorced,39552.0,54.0,2.325,6.0,2.0,5.0,8.0,1,61.0,2.0,384.0
2n Cycle,Together,68316.0,54.0,5.0,10.0,7.0,10.0,6.0,0,59.0,1.0,1211.0
PhD,Together,102160.0,54.0,0.0,7.0,9.0,10.0,4.0,1,46.0,0.0,1240.0
Master,Widow,51390.0,54.0,6.0,5.0,2.0,5.0,5.0,0,58.0,2.0,353.0
Graduation,Single,72066.0,55.0,1.0,4.0,6.0,6.0,2.0,1,42.0,0.0,1792.0
Graduation,Together,21675.0,55.0,3.0,4.0,0.0,3.0,7.0,0,47.0,1.0,45.0
Graduation,Married,48006.0,55.0,1.0,1.0,0.0,3.0,6.0,0,58.0,2.0,41.0
Graduation,Married,65106.0,55.0,3.0,8.0,3.0,13.0,6.0,0,48.0,1.0,973.0
Graduation,Divorced,58401.0,55.0,1.0,1.0,2.0,2.0,4.0,0,63.0,1.0,96.0
Graduation,Married,29315.0,55.0,4.0,2.0,0.0,4.0,6.0,0,63.0,2.0,48.0
Master,Single,49389.0,55.0,1.0,2.0,0.0,3.0,7.0,0,72.0,2.0,65.0
PhD,Together,51717.0,55.0,1.0,3.0,0.0,4.0,7.0,0,58.0,1.0,122.0
2n Cycle,Widow,46779.0,55.0,1.0,0.0,1.0,2.0,4.0,0,63.0,2.0,23.0
Master,Married,28520.0,55.0,1.0,1.0,1.0,2.0,6.0,0,63.0,2.0,43.0
Graduation,Single,34377.0,55.0,2.0,2.0,2.0,2.0,7.0,0,60.0,1.0,114.0
PhD,Divorced,54959.0,55.0,3.0,9.0,5.0,4.0,7.0,1,62.0,1.0,1232.0
Master,Together,82384.0,55.0,1.0,3.0,10.0,13.0,1.0,1,68.0,0.0,1957.0
Graduation,Single,46998.0,55.0,5.0,5.0,3.0,5.0,7.0,0,67.0,1.0,377.0
Graduation,Together,58554.0,55.0,6.0,8.0,2.0,6.0,7.0,0,55.0,2.0,586.0
Graduation,Together,58554.0,55.0,6.0,8.0,2.0,6.0,7.0,0,55.0,2.0,586.0
PhD,Divorced,57333.0,55.0,2.325,8.0,5.0,9.0,6.0,1,69.0,1.0,1662.0
Graduation,Together,80685.0,55.0,1.0,6.0,4.0,10.0,2.0,0,29.0,0.0,1004.0
Graduation,Together,52117.0,55.0,2.0,5.0,2.0,4.0,7.0,0,58.0,1.0,279.0
PhD,Together,62220.0,55.0,5.0,7.0,6.0,5.0,6.0,1,51.0,1.0,1226.0
PhD,Together,64014.0,56.0,2.325,8.0,2.0,5.0,7.0,0,77.0,0.9504464285714286,444.0
PhD,Together,64014.0,56.0,2.325,8.0,2.0,5.0,7.0,0,77.0,0.9504464285714286,444.0
Master,Divorced,46390.0,56.0,1.0,4.0,2.0,3.0,7.0,0,68.0,1.0,222.0
Graduation,Together,75507.0,56.0,1.0,8.0,6.0,6.0,3.0,0,44.0,0.0,1440.0
Graduation,Together,75507.0,56.0,1.0,8.0,6.0,6.0,3.0,0,44.0,0.0,1440.0
Master,Married,59412.0,56.0,1.0,4.0,2.0,8.0,3.0,0,72.0,0.0,406.0
PhD,Divorced,50616.0,56.0,2.0,4.0,0.0,4.0,7.0,0,55.0,1.0,149.0
Master,Together,35924.0,56.0,1.0,1.0,0.0,3.0,5.0,0,54.0,2.0,34.0
2n Cycle,Married,57937.0,56.0,3.0,4.0,4.0,9.0,3.0,0,41.0,1.0,683.0
PhD,Married,73356.0,56.0,1.0,5.0,2.6620535714285714,5.0,2.0,1,39.0,0.0,1512.0
Master,Together,21255.0,56.0,4.0,2.0,1.0,4.0,4.0,0,49.0,1.0,61.0
Master,Married,58494.0,56.0,2.0,6.0,2.0,6.0,6.0,0,49.0,1.0,396.0
Graduation,Married,72460.0,56.0,1.0,3.0,5.0,7.0,1.0,0,54.0,0.0,1047.0
PhD,Together,68682.0,56.0,1.0,4.0,9.0,10.0,2.0,0,32.0,0.0,1598.0
PhD,Together,68682.0,56.0,1.0,4.0,9.0,10.0,2.0,0,32.0,0.0,1598.0
Master,Married,36959.0,56.0,2.0,2.0,0.0,3.0,8.0,0,42.0,1.0,62.0
PhD,Married,46463.0,56.0,2.325,3.0,1.0,6.0,6.0,0,52.0,2.0,235.0
Graduation,Single,61825.0,56.0,1.0,4.0,2.0,8.0,4.0,0,44.0,1.0,424.0
Graduation,Single,61825.0,56.0,1.0,4.0,2.0,8.0,4.0,0,44.0,1.0,424.0
Graduation,Married,28691.0,56.0,1.0,1.0,0.0,3.0,8.0,0,34.0,1.0,34.0
Graduation,Married,28691.0,56.0,1.0,1.0,0.0,3.0,8.0,0,34.0,1.0,34.0
Graduation,Together,54058.0,56.0,2.0,4.0,6.0,8.0,3.0,0,47.0,1.0,662.0
Graduation,Single,84196.0,56.0,1.0,8.0,4.0,7.0,3.0,0,48.0,1.0,1237.0
Master,Together,38620.0,56.0,1.0,2.0,5.0,3.0,3.0,0,60.0,0.0,318.0
Master,Together,38620.0,56.0,1.0,2.0,5.0,3.0,3.0,0,60.0,0.0,318.0
Graduation,Single,3502.0,56.0,0.0,0.0,0.0,0.0,5.316517857142857,0,50.0,1.0,5.0
Graduation,Married,47743.0,56.0,3.0,4.0,1.0,6.0,6.0,0,66.0,1.0,275.0
PhD,Married,80360.0,56.0,2.0,4.0,4.0,5.0,2.0,0,74.0,0.0,2231.0
Graduation,Married,66303.0,56.0,4.0,3.0,4.0,11.0,8.0,0,52.0,1.0,1286.0
Graduation,Married,52413.0,56.0,4.0,6.0,4.0,12.0,6.0,0,54.0,2.0,910.0
Graduation,Single,60714.0,56.0,2.0,7.0,4.0,10.0,5.0,1,67.0,0.0,957.0
Master,Single,31385.0,56.0,1.0,1.0,0.0,2.0,8.0,1,39.0,1.0,27.0
2n Cycle,Single,83257.0,56.0,1.0,5.0,10.0,12.0,6.0,1,28.0,0.0,1365.0
PhD,Married,80427.0,56.0,1.0,11.0,8.0,8.0,5.0,0,48.0,1.0,1835.0
Graduation,Together,38823.0,56.0,1.0,2.0,1.0,3.0,6.0,0,74.0,1.0,114.0
Graduation,Married,42014.0,56.0,6.0,7.0,1.0,6.0,8.0,1,46.0,1.0,436.0
Graduation,Married,42014.0,56.0,6.0,7.0,1.0,6.0,8.0,1,46.0,1.0,436.0
PhD,Together,76140.0,57.0,1.0,5.0,9.0,6.0,2.0,0,75.0,0.0,1348.0
2n Cycle,Divorced,41713.0,57.0,5.0,3.0,1.0,4.0,6.0,0,59.0,2.0,174.0
PhD,Married,62670.0,57.0,1.0,5.0,3.0,13.0,3.0,0,69.0,1.0,825.0
2n Cycle,Married,70932.0,57.0,2.0,6.0,2.0,12.0,3.0,0,51.0,1.0,909.0
PhD,Married,78939.0,57.0,1.0,8.0,5.0,6.0,3.0,0,72.0,0.0,1507.0
Graduation,Together,44512.0,57.0,2.0,1.0,0.0,3.0,4.0,0,63.0,2.0,32.0
Graduation,Married,63967.0,57.0,3.0,4.0,4.0,12.0,2.0,0,55.0,1.0,882.0
Graduation,Single,90842.0,57.0,1.0,4.0,9.0,13.0,1.0,0,75.0,0.0,1424.0
PhD,Widow,25358.0,57.0,2.0,1.0,0.0,3.0,6.0,0,76.0,1.0,32.0
Graduation,Single,52720.0,57.0,2.0,2.0,0.0,3.0,6.0,0,41.0,1.0,46.0
Graduation,Single,28567.0,57.0,2.0,2.0,0.0,3.0,6.0,0,41.0,1.0,46.0
Graduation,Married,66373.0,57.0,2.325,4.0,2.0,10.0,3.0,0,45.0,2.0,606.0
Graduation,Married,66373.0,57.0,2.325,4.0,2.0,10.0,3.0,0,45.0,2.0,606.0
Graduation,Together,83844.0,57.0,1.0,4.0,4.0,11.0,1.0,0,71.0,0.0,1574.0
Graduation,Together,83844.0,57.0,1.0,4.0,4.0,11.0,1.0,0,71.0,0.0,1574.0
Graduation,Together,83844.0,57.0,1.0,4.0,4.0,11.0,1.0,0,71.0,0.0,1574.0
PhD,Divorced,83664.0,57.0,3.0,2.0,2.0,12.0,5.0,0,55.0,2.0,1173.0
Master,Married,27450.0,57.0,1.0,2.0,1.0,3.0,7.0,0,72.0,0.0,143.0
PhD,Single,54880.0,57.0,2.0,6.0,2.0,11.0,5.0,0,45.0,1.0,795.0
PhD,Married,71322.0,57.0,2.0,8.0,5.0,13.0,4.0,0,58.0,1.0,1305.0
PhD,Single,60000.0,57.0,5.0,11.0,3.0,5.0,6.0,0,47.0,1.0,1277.0
Master,Together,65176.0,57.0,4.0,9.0,6.0,6.0,6.0,0,54.0,1.0,1531.0
PhD,Together,61010.0,57.0,2.0,8.0,5.0,11.0,5.0,0,71.0,1.0,1021.0
Graduation,Together,31089.0,57.0,3.0,3.0,0.0,4.0,8.0,0,42.0,1.0,79.0
Graduation,Single,20518.0,58.0,1.0,1.0,1.0,2.0,5.0,0,35.0,1.0,25.0
PhD,Married,34469.0,58.0,3.0,1.0,1.0,4.0,4.0,0,75.0,2.0,62.0
Graduation,Married,28332.0,58.0,1.0,2.0,1.0,4.0,2.0,0,71.0,0.0,65.0
Graduation,Together,33456.0,58.0,2.0,1.0,0.0,3.0,7.0,0,58.0,2.0,36.0
PhD,Married,38443.0,58.0,2.0,1.0,0.0,3.0,7.0,0,55.0,2.0,38.0
Graduation,Single,65333.0,58.0,2.325,9.0,4.0,8.0,6.0,0,50.0,1.0,798.0
Graduation,Divorced,82623.0,58.0,1.0,2.0,9.0,4.0,1.0,0,71.0,0.0,940.0
Graduation,Married,73691.0,58.0,2.0,6.0,2.0,8.0,2.0,0,52.0,1.0,1179.0
Graduation,Together,74485.0,58.0,1.0,6.0,7.0,12.0,3.0,0,76.0,0.0,1734.0
Graduation,Together,65748.0,58.0,2.0,2.0,4.0,10.0,1.0,0,68.0,1.0,545.0
Basic,Single,24367.0,58.0,1.0,1.0,0.0,2.0,9.0,0,41.0,1.0,24.0
Graduation,Single,91700.0,58.0,1.0,8.0,6.0,5.0,3.0,1,52.0,0.0,1968.0
Graduation,Single,79244.0,58.0,1.0,4.0,10.0,7.0,1.0,1,30.0,0.0,1216.0
PhD,Married,82017.0,58.0,1.0,5.0,4.0,7.0,2.0,1,66.0,0.0,729.0
Graduation,Single,58138.0,58.0,3.0,8.0,10.0,4.0,7.0,1,66.0,0.0,1617.0
Master,Married,59354.0,59.0,1.0,4.0,4.0,7.0,3.0,0,70.0,2.0,459.0
PhD,Married,58482.0,59.0,2.0,7.0,4.0,9.0,6.0,0,68.0,1.0,731.0
Graduation,Together,29478.0,59.0,1.0,1.0,0.0,3.0,6.0,0,47.0,1.0,20.0
Graduation,Together,64474.0,59.0,2.0,8.0,2.0,10.0,5.0,0,51.0,1.0,823.0
Master,Single,31160.0,59.0,2.0,2.0,0.0,3.0,8.0,0,48.0,1.0,64.0
Graduation,Married,40321.0,59.0,2.0,3.0,0.0,3.0,7.0,0,51.0,2.0,102.0
Graduation,Married,40321.0,59.0,2.0,3.0,0.0,3.0,7.0,0,51.0,2.0,102.0
Graduation,Single,55239.0,59.0,3.0,7.0,5.0,11.0,5.0,0,52.0,1.0,779.0
PhD,Widow,57513.0,59.0,2.0,9.0,3.0,13.0,6.0,0,80.0,0.0,1060.0
